headline,date,doc_type,material_type,news_desk,section,keywords,url,id,byline
PARIS / POP MUSIC: Music's laureate of the outrageous,2003-01-29,article,,IHT News,Style,[],https://www.nytimes.com/2003/01/29/style/IHT-paris-pop-music-musics-laureate-of-the-outrageous.html,nyt://article/84a8f3f0-fc16-565c-a0f9-40babe136260,"By Mike Zwerin, International Herald Tribune"
"AT MERRILL, A FRUSTRATING HUNT FOR PROFIT",1990-06-10,article,News,Business World Magazine,Magazine,"['STOCKS (CORPORATE)', 'COMPANY AND ORGANIZATION PROFILES', 'Stocks and Bonds', 'CORPORATE BONDS']",https://www.nytimes.com/1990/06/10/magazine/at-merrill-a-frustrating-hunt-for-profit.html,nyt://article/84f51380-a64e-5029-8c63-29091a2badeb,By Ellyn E. Spragins
FOLLOWING UP,2001-04-29,article,News,Metropolitan Desk,New York,"['United States Politics and Government', 'Censorship', 'Freedom of Speech and Expression', 'Art']",https://www.nytimes.com/2001/04/29/nyregion/following-up.html,nyt://article/850c34fd-a4b6-550b-bcf1-902f5e140661,By Joseph P. Fried
The Rhythm Century: The Unstoppable Beat,1998-05-03,article,News,Arts and Leisure Desk,Arts,"['Music', 'Festivals', 'Drums']",https://www.nytimes.com/1998/05/03/arts/pop-jazz-the-rhythm-century-the-unstoppable-beat.html,nyt://article/851d690e-af7e-5137-93e1-eb085f75c785,By Jon Pareles
"In Republican Debate, Candidates Battle Sharply on Immigration",2015-11-11,article,News,National,U.S.,"['Presidential Election of 2016', 'Debates (Political)', 'Immigration and Emigration']",https://www.nytimes.com/2015/11/11/us/republican-debate-fox-business.html,nyt://article/852c75ae-134b-5628-b264-122f96096f8e,By Jonathan Martin and Patrick Healy
Clueless in South Africa,2012-02-02,article,News,,Opinion,"['Apartheid (Policy)', 'Blacks', 'Black People', 'Discrimination', 'Politics and Government', 'Posters', 'Race and Ethnicity']",https://latitude.blogs.nytimes.com/2012/02/02/racial-controversy-in-south-africa/,nyt://article/856db394-5764-5905-9d82-d989b67bcd21,By Eusebius McKaiser
Competitive Races Put New York State in Thick of the Fight for Congress,2012-10-04,article,News,Metro,New York,"['Elections, House of Representatives']",https://www.nytimes.com/2012/10/04/nyregion/new-york-state-becomes-a-focus-of-the-fight-for-congress.html,nyt://article/858538b5-d885-5158-aa35-614f617b96cc,By Raymond Hernandez
Let Children Sing,1993-12-12,article,Biography,Metropolitan Desk,New York,"['Music', 'Children and Youth']",https://www.nytimes.com/1993/12/12/nyregion/making-it-work-let-children-sing.html,nyt://article/85878788-b782-566b-b367-a3739eda13a1,By Alex Ross
When the Aftermath of a Shooting Is as Devastating as the Crime,2018-04-23,article,Review,BookReview,Books,['Books and Literature'],https://www.nytimes.com/2018/04/23/books/review/elise-juska-if-we-had-known-tom-mcallister-how-to-be-safe.html,nyt://article/85a3f646-ba8a-5851-a7a3-472e477e8b3b,By Lauren Mechling
"Review: In ‘Jackson, 1964,’ Calvin Trillin Reports on Race",2016-06-28,article,Review,Culture,Books,['Books and Literature'],https://www.nytimes.com/2016/06/29/books/review-in-jackson-1964-calvin-trillin-reports-on-race.html,nyt://article/85ad2eba-f308-50a8-b5e9-e9baaf64470d,By Dwight Garner
I’m With ‘They’,2019-07-12,article,Op-Ed,OpEd,Opinion,"['Gender', 'Grammar']",https://www.nytimes.com/2019/07/12/opinion/gender-neutral-pronouns.html,nyt://article/85b72460-5188-51cb-88d1-06b882dbdc0e,By Rachel L. Harris and Lisa Tarchak
"Roads, high and low",2008-05-27,article,News,IHT News,Opinion,[],https://www.nytimes.com/2008/05/27/opinion/27iht-edherbert.1.13244909.html,nyt://article/8605c07e-27d0-5765-8be1-2cea44ea2147,By Bob Herbert
Book review: 'Mrs. Astor Regrets',2008-12-08,article,News,IHT News,Arts,[],https://www.nytimes.com/2008/12/10/arts/10iht-bookmer.1.18490160.html,nyt://article/86096029-7b48-5a65-a4e8-67ec6e1a2f8b,Reviewed by Janet Maslin
Journal;Whose Life Is It Anyway?,1996-06-12,article,Editorial,Editorial Desk,Opinion,"['ABORTION', 'ELECTION ISSUES', 'Presidential Election of 1996']",https://www.nytimes.com/1996/06/12/opinion/journal-whose-life-is-it-anyway.html,nyt://article/8622da7d-fceb-5835-b771-ddcc94192cfe,By Frank Rich
Megastars Out to Save the World: Those Halos Can Tarnish in an Instant,2006-11-13,article,News,Culture,Arts,"['International Relations', 'Celebrities']",https://www.nytimes.com/2006/11/13/arts/13halo.html,nyt://article/8625fbc3-8a5c-583c-8c1c-2c8688999b5a,By Caryn James
When Presidential Candidates Go Too Far on Social Media: #FeetInMouth,2015-12-29,article,News,National,U.S.,"['Social Media', 'Presidential Election of 2016']",https://www.nytimes.com/2015/12/30/us/politics/social-media-election-2016.html,nyt://article/8658e2f0-e313-5c35-9529-cd61dc895b49,By Nick Corasaniti
"Through a Dance Kaleidoscope, the Throbbing Grooves of Soul’s Godfather",2013-10-25,article,Review,Culture,Arts,"['Dancing', 'Music']",https://www.nytimes.com/2013/10/26/arts/dance/the-apollo-presents-james-brown-get-on-the-good-foot.html,nyt://article/868cbcb8-455c-5a29-9cd3-1a7f58987550,By Brian Seibert
Bad Faith on Social Security,2007-02-10,article,Editorial,Editorial,Opinion,"['Editorials', 'United States Politics and Government', 'Social Security (US)']",https://www.nytimes.com/2007/02/10/opinion/10sat2.html,nyt://article/86d36b70-df42-5341-b009-2be2647baeda,
Music With and Without Musicians,2010-04-21,article,Review,Culture,Arts,['Music'],https://www.nytimes.com/2010/04/22/arts/music/22mata.html,nyt://article/86feb701-3051-55eb-9fc0-60d5be8656e7,By Steve Smith
All Dressed Up and Nowhere to Go,2020-08-11,article,News,Styles,Style,"['Fashion and Apparel', 'Social Media', 'Blogs and Blogging (Internet)']",https://www.nytimes.com/2020/08/11/style/leandra-medine-ari-seth-cohen-instagram-influencers.html,nyt://article/87018956-f489-5d98-bfb3-03c5ef6e544d,By Ruth La Ferla
Journal; Trans-Atlantic Fantasy,1994-09-08,article,Op-Ed,Editorial Desk,Opinion,"['Travel and Vacations', 'News and News Media']",https://www.nytimes.com/1994/09/08/opinion/journal-trans-atlantic-fantasy.html,nyt://article/87271ed4-1747-56ed-b97c-b82bc83373c2,By Frank Rich
"Adoring Fascism, Despite 'Tricky Bits'",2000-05-25,article,Review,The Arts/Cultural Desk,Books,"['Reviews', 'Books and Literature']",https://www.nytimes.com/2000/05/25/books/books-of-the-times-adoring-fascism-despite-tricky-bits.html,nyt://article/880b9d15-738e-5535-b78f-ad8598d13cbe,By Janet Maslin
Tech Goliaths Act Like Davids,2020-06-22,article,News,NewsDesk,Technology,['Computers and the Internet'],https://www.nytimes.com/2020/06/22/technology/big-tech-underdogs.html,nyt://article/880ffcef-8465-52c5-8e9b-220e48e182ff,By Shira Ovide
Franklin Graham Says He Is Being Harassed Over Central Park Hospital,2020-04-14,article,News,Metro,New York,"['Coronavirus (2019-nCoV)', 'Christians and Christianity', 'Discrimination', 'Hospitals', 'Homosexuality and Bisexuality', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']",https://www.nytimes.com/2020/04/14/nyregion/reverend-franklin-graham-harassment-virus.html,nyt://article/88cd005f-c857-5c3d-8c0b-9d05115ac64a,By Liam Stack
"Promises, Promises",2004-02-16,article,Op-Ed,Editorial Desk,Opinion,"['LABOR', 'ELECTION ISSUES', 'Unemployment', 'Presidential Election of 2004']",https://www.nytimes.com/2004/02/16/opinion/promises-promises.html,nyt://article/88e3527e-df37-5d69-aac0-280eeb62bb10,By Bob Herbert
The Spoils of War in Peaceable Sweden,2008-03-11,article,News,Culture,Arts,"['Art', 'Looting', 'War Crimes, Genocide and Crimes Against Humanity']",https://www.nytimes.com/2008/03/11/arts/design/11boot.html,nyt://article/88ee34a9-9299-525a-b8a8-e56ce81e59bb,By Michael Kimmelman
Dancing the War Away,2005-01-21,article,Op-Ed,Editorial Desk,Opinion,"['Inaugurations', 'United States International Relations', 'United States Politics and Government', 'Freedom and Human Rights', 'UNITED STATES ARMAMENT AND DEFENSE']",https://www.nytimes.com/2005/01/21/opinion/dancing-the-war-away.html,nyt://article/8909a661-6be8-542c-b4b9-a0e89c034e74,By Bob Herbert
We Didn’t Want to Co-Parent a Puppy,2020-09-03,article,News,Parenting,Parenting,"['Parenting', 'Divorce, Separations and Annulments', 'Anxiety and Stress', 'Dogs', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",https://www.nytimes.com/2020/09/03/parenting/pandemic-puppy-kids.html,nyt://article/8951f4dd-50b0-5966-a175-a4523ca60427,By Chloe Caldwell
Stop Playing the ‘Race Card’ Card,2015-03-19,article,Op-Ed,Editorial,Opinion,"['Race and Ethnicity', 'Blacks', 'Black People', 'Discrimination']",https://www.nytimes.com/2015/03/19/opinion/charles-blow-stop-playing-the-race-card-card.html,nyt://article/895a26bd-cdc5-51d9-9e83-e46f04ab47c7,By Charles M. Blow
American Stereotypes Trek Across a Moroccan Desert,2011-06-22,article,Review,Culture,Arts,['Television'],https://www.nytimes.com/2011/06/23/arts/television/expedition-impossible-on-abc.html,nyt://article/896a20d7-0853-5498-80b5-c2e6569f9655,By Jon Caramanica
Google’s War Over the Sexes,2017-08-09,article,Op-Ed,OpEd,Opinion,"['Computers and the Internet', 'Women and Girls', 'Discrimination', 'Gender']",https://www.nytimes.com/2017/08/09/opinion/google-women-memo.html,nyt://article/89b8ee67-7756-5f3f-957d-63ee5e286fec,By Ross Douthat
"Review: Sharon Stone Stars in ‘All I Wish,’ a Lukewarm Romantic Comedy",2018-03-29,article,Review,Weekend,Movies,['Movies'],https://www.nytimes.com/2018/03/29/movies/all-i-wish-review-sharon-stone.html,nyt://article/89c11552-1055-5c88-b886-663059392aeb,By Teo Bugbee
Role Model,2008-12-24,article,News,Magazine,Magazine,"['Newspapers', 'Politics and Government', 'Deaths (Obituaries)']",https://www.nytimes.com/2008/12/28/magazine/28russert-t.html,nyt://article/89d0805e-d17c-55fe-981c-58283f3fad54,By Tom Brokaw
Better Living Through Chemistry,2009-03-05,article,Review,Weekend,Arts,['Television'],https://www.nytimes.com/2009/03/06/arts/television/06brea.html,nyt://article/8a54523e-0195-5552-803c-95815933b3ed,By Ginia Bellafante
Children's Books,2006-07-09,article,Review,Book Review Desk,Books,"['Children and Youth', 'Books and Literature']",https://www.nytimes.com/2006/07/09/books/review/childrens-books.html,nyt://article/8a943824-fc57-56eb-a6a9-efc484bc6cc2,By Lawrence Downes
"Papyrus, Provenance and Looting",2014-03-02,article,Op-Ed,OpEd,Opinion,"['Arts and Antiquities Looting', 'Middle East and North Africa Unrest (2010- )', 'Manuscripts', 'Poetry and Poets', 'ARCHAEOLOGY']",https://www.nytimes.com/2014/03/03/opinion/papyrus-provenance-and-looting.html,nyt://article/8b305983-651a-5b0f-bda9-a3325fdb807c,By Douglas Boin
Postponing the State of the Union,2019-01-24,article,Letter,Letters,Opinion,"['State of the Union Message (US)', 'United States Politics and Government']",https://www.nytimes.com/2019/01/24/opinion/letters/trump-pelosi-state-of-the-union.html,nyt://article/8b541a8a-fadd-5adc-80b7-62cc5ab71ff5,
"Upset at Cuomo’s Property-Tax Cap, Communities Move to Get Around It",2011-10-24,article,News,Metro,New York,"['State Legislatures', 'Property Taxes', 'Local Government', 'Politics and Government']",https://www.nytimes.com/2011/10/25/nyregion/cuomo-cap-on-property-taxes-rankles-communities.html,nyt://article/8b67765c-be2d-56b1-abd7-4b02b6d78915,By Thomas Kaplan
'The Matrix': Global Opening,2003-11-07,article,Editorial,Editorial Desk,Opinion,"['MOTION PICTURES', 'Editorials', 'Finances']",https://www.nytimes.com/2003/11/07/opinion/the-matrix-global-opening.html,nyt://article/8b8e7b52-749e-5f18-b9b4-0e043923adee,
My Boris,1998-07-26,article,News,Magazine Desk,Magazine,"['Biographical Information', 'Politics and Government']",https://www.nytimes.com/1998/07/26/magazine/my-boris.html,nyt://article/8c107429-4875-57a1-bf5a-aa5d2a14a1fc,By By Michael Specter
The Bloomberg Legacy,2013-07-15,article,Op-Ed,Editorial,Opinion,['Mayors'],https://www.nytimes.com/2013/07/15/opinion/keller-the-bloomberg-legacy.html,nyt://article/8c255dba-c318-5fdb-b236-2c4dd9421fd1,By Bill Keller
Sellers Woo Shoppers With Guarantees to Address Layoff Worries,2009-04-20,article,News,Business,Business Day,"['Shopping and Retail', 'Layoffs and Job Reductions', 'Sales', 'Economic Conditions and Trends', 'Guarantees and Warranties', 'Recession and Depression']",https://www.nytimes.com/2009/04/20/business/economy/20guarantee.html,nyt://article/8c5380aa-0423-52e7-a5d4-cc6d31da3ae0,By Stephanie Rosenbloom
'Listener Supported' and 'NPR': All Things Considered,2005-07-17,article,Review,Book Review Desk,Books,"['Radio', 'Books and Literature', 'News and News Media']",https://www.nytimes.com/2005/07/17/books/review/listener-supported-and-npr-all-things-considered.html,nyt://article/8c9fd9d3-1606-5265-ae69-54d9c3049eca,By Samuel G. Freedman
Keeping the Faith in My Doubt,2004-12-12,article,Op-Ed,Editorial Desk,Opinion,"['Atheism', 'AGNOSTICISM', 'Religion and Churches', 'Science and Technology']",https://www.nytimes.com/2004/12/12/opinion/keeping-the-faith-in-my-doubt.html,nyt://article/8ccda7fa-1fcb-525b-ac58-6e46faa513a3,By John Horgan
The Phantom Handbag,2020-07-15,article,News,Styles,Style,"['Handbags and Purses', 'Shopping and Retail', 'Fashion and Apparel', 'Coronavirus (2019-nCoV)', 'your-feed-fashion']",https://www.nytimes.com/2020/07/15/style/coronavirus-handbags.html,nyt://article/8cf45e0d-89b6-54af-9163-2b6af88b09e9,By Lou Stoppard
Christie Todd Whitman May Have the Most Thankless Job in Washington,2001-08-22,article,News,College,Education,[],https://www.nytimes.com/2001/08/22/college/christie-todd-whitman-may-have-the-most-thankless-job-in-washington.html,nyt://article/8d780607-8933-52ec-ac60-3cc4cfd54199,By Gregg Easterbrook
Reform Conservatism and the Culture War,2014-07-10,article,News,OpEd,Opinion,"['ABORTION', 'Blacks', 'Black People', 'Conservatism (US Politics)', 'Homosexuality and Bisexuality', 'Immigration and Emigration', 'Marijuana', 'Race and Ethnicity', 'Same-Sex Marriage, Civil Unions and Domestic Partnerships']",https://douthat.blogs.nytimes.com/2014/07/10/reform-conservatives-and-the-culture-wars/,nyt://article/8d82f259-d667-5a46-9e28-eecccf51de3f,By Ross Douthat
The Fathers' Crusade,2005-05-08,article,News,Magazine Desk,Magazine,"['Child Custody and Support', 'Families and Family Life', 'Divorce, Separations and Annulments', 'Decisions and Verdicts']",https://www.nytimes.com/2005/05/08/magazine/the-fathers-crusade.html,nyt://article/8da110a7-aca7-5b25-9028-cb551bd40d3a,By Susan Dominus
Should Hillary Clinton Be Mum Before the Midterms?,2018-10-19,article,Letter,Letters,Opinion,"['Midterm Elections (2018)', 'United States Politics and Government']",https://www.nytimes.com/2018/10/19/opinion/letters/hillary-clinton.html,nyt://article/8dc50e86-c085-534a-b553-e17ddf221cb6,
"Suddenly, Debate No. 19 Means Everything",2012-01-26,article,News,,Opinion,"['Presidential Election of 2012', 'Taxation']",https://campaignstops.blogs.nytimes.com/2012/01/26/suddenly-debate-no-19-means-everything/,nyt://article/8e04206c-6d80-567b-b048-e7d92c560a4c,By Dan Schnur
Being a Refugee Isn’t a Fashion Statement,2017-08-05,article,Op-Ed,OpEd,Opinion,"['Fashion and Apparel', 'Refugees and Displaced Persons', 'Social Media']",https://www.nytimes.com/2017/08/05/opinion/refugee-dress-tone-deaf-fashion.html,nyt://article/8e19fc0a-5bfd-583f-bb57-a535540ebf05,By Tariro Mzezewa
Charleston Tourism Is Built on Southern Charm. Locals Say It’s Time to Change.,2020-08-12,article,News,Dining,Travel,"['Travel and Vacations', 'Black People', 'Blacks', 'Slavery (Historical)', 'Black Lives Matter Movement']",https://www.nytimes.com/2020/08/12/travel/charleston-tourism-black-lives-matter.html,nyt://article/8e34e768-a58e-5416-b0c6-843a6988706d,By Tariro Mzezewa and Kim Severson
A PUBLIC PERSON,1981-05-17,article,Review,Book Review Desk,Books,"['Biographical Information', 'Books and Literature']",https://www.nytimes.com/1981/05/17/books/a-public-person.html,nyt://article/8e7d3129-7e30-560c-8811-e5bc2ad91489,
"Arts, Briefly",2005-12-20,article,News,The Arts/Cultural Desk,Arts,[],https://www.nytimes.com/2005/12/20/arts/arts-briefly.html,nyt://article/8ea625f9-ec56-557b-99f2-79535f26d217,Compiled by Lawrence Van Gelder
The Republican Party In Triumph,2014-11-05,article,News,OpEd,Opinion,['Midterm Elections (2014)'],https://opinionator.blogs.nytimes.com/2014/11/05/the-republican-party-in-triumph/,nyt://article/8ed9a024-8c24-57db-9cef-f085cf340c9a,By David Brooks and Gail Collins
‘Mister America’ Review: The Returns Are In: Diminishing,2019-10-08,article,Review,Weekend,Movies,['Movies'],https://www.nytimes.com/2019/10/08/movies/mister-america-review.html,nyt://article/8efdee41-a0e4-5706-be61-7b50a8255132,By Ben Kenigsberg
A History of Racism at the University of Missouri,2015-11-10,article,News,OpEd,Opinion,"['Appointments and Executive Changes', 'Blacks', 'Black People', 'Colleges and Universities', 'Discrimination', 'Race and Ethnicity']",https://takingnote.blogs.nytimes.com/2015/11/10/a-history-of-racism-at-the-university-of-missouri/,nyt://article/8f073582-9979-5234-9bd7-ce2ff1e1b9b1,By Brent Staples
Stage: Tuneful ‘I Love My Wife’,1977-04-18,article,Archives,None,Archives,[],https://www.nytimes.com/1977/04/18/archives/stage-tuneful-i-love-my-wife-its-a-deft-diverting-different-musical.html,nyt://article/8f5ba3f7-437e-5b02-a25e-7622ca45d077,By Clive Barnes
China’s Global Message: We Are Tough but Not Threatening,2019-10-02,article,News Analysis,Foreign,World,"['United States International Relations', 'Defense and Military Forces', 'International Relations']",https://www.nytimes.com/2019/10/02/world/asia/china-world-parade-military.html,nyt://article/8f80e0d6-32a5-534a-9c88-0f4736c6e717,By Edward Wong
What Readers Want to Hear Tonight,2010-01-27,article,,National,U.S.,[],https://thecaucus.blogs.nytimes.com/2010/01/27/what-readers-want-to-hear-tonight/,nyt://article/8f84c07c-9f60-5e8a-aff1-855e41bafcf2,By Kate Phillips
ESPN Permanently Drops Football Pregame Song,2011-10-06,article,News,Sports,Sports,"['Football', 'Television']",https://www.nytimes.com/2011/10/07/sports/football/hank-williams-jr-dropped-permanently-from-monday-night-football.html,nyt://article/8fcfa89f-3c4f-5bb7-b7e8-90cb82424493,By Richard Sandomir
Donald Trump’s Place,2016-06-18,article,Op-Ed,OpEd,Opinion,"['Presidential Election of 2016', 'Orlando, Fla, Shooting (2016)']",https://www.nytimes.com/2016/06/19/opinion/campaign-stops/donald-trumps-place.html,nyt://article/90058c8f-386a-57c6-98df-fbd9afe6219e,By Kevin Baker
Invitation to a Dialogue: Less Ego in Architects,2014-08-02,article,Letter,Letters,Opinion,"['ARCHITECTURE', 'Art']",https://www.nytimes.com/2014/08/04/opinion/invitation-to-a-dialogue-less-ego-in-architects.html,nyt://article/904630ed-d7af-5f55-beab-f583225eb80c,
The Huntsman Handicap,2011-11-30,article,News,,Opinion,['Presidential Election of 2012'],https://campaignstops.blogs.nytimes.com/2011/11/29/the-huntsman-handicap/,nyt://article/906d911f-b9b5-5097-9e7c-b027d88e1390,By Ross Douthat
A Bad Super Bowl Play,1997-02-06,article,Editorial,Editorial Desk,Opinion,"['Editorials', 'Politics and Government', 'Ethics', 'Gifts', 'Super Bowl', 'Football', 'Banks and Banking']",https://www.nytimes.com/1997/02/06/opinion/a-bad-super-bowl-play.html,nyt://article/90925bb3-da89-5c69-829b-0f5956731597,
Fiction Chronicle,2006-11-26,article,Review,Book Review Desk,Books,"['Writing and Writers', 'Books and Literature']",https://www.nytimes.com/2006/11/26/books/fiction-chronicle.html,nyt://article/90981f3c-96c9-582e-a7f6-c254b5ea8d3d,By Elsa Dixler
When a Company Doesn’t Sound Like a Broken Record,2014-10-11,article,News,SundayBusiness,Your Money,"['Cable Television', 'Customer Relations', 'Prices (Fares, Fees and Rates)']",https://www.nytimes.com/2014/10/12/your-money/when-a-company-doesnt-sound-like-a-broken-record.html,nyt://article/90dc5511-212f-5084-b066-5f8ec42d77d0,By David Segal
"Learning to Moo, Or, How I Joined A Choral Ensemble",1974-07-14,article,Archives,None,Archives,['Music'],https://www.nytimes.com/1974/07/14/archives/learning-to-moo-or-how-i-joined-a-choral-ensemble-to-produce-that.html,nyt://article/91009770-0edd-5ce5-a653-6df2ddf083a6,By Charles Lekberg
"Editorial Observer; Paul O'Neill, Unplugged, or What Would Alexander Hamilton Have Done?",2004-01-14,article,Editorial,Editorial Desk,Opinion,"['United States Politics and Government', 'Books and Literature']",https://www.nytimes.com/2004/01/14/opinion/editorial-observer-paul-o-neill-unplugged-what-would-alexander-hamilton-have.html,nyt://article/911d3a4e-edc5-57a5-b88e-f7c832095d63,By ANDRÉS MARTINEZ
Warsaw scandal jars Vatican - Europe - International Herald Tribune,2007-01-08,article,News,IHT News,World,[],https://www.nytimes.com/2007/01/08/world/europe/08iht-warsaw.4142050.html,nyt://article/91695f1c-3dea-5b69-bc61-55317512146f,By Ian Fisher
Women's Spring Fashion 2009,2009-01-22,article,Web Log,None,Blogs,[],https://themoment.blogs.nytimes.com/2009/01/22/blogs/22themoment-scorecar83.html,nyt://article/91741adf-7d92-5ccd-af6a-b5c93b80a565,By ALISON S. COHN
Misguided missiles - Opinion - International Herald Tribune,2007-02-23,article,News,IHT News,Opinion,[],https://www.nytimes.com/2007/02/23/opinion/23iht-edrussia.4701733.html,nyt://article/9180d334-4977-594a-a47c-08d3645c4518,
  Sometimes Light Comes From Dark Places,1990-06-24,article,News,Arts and Leisure Desk,Movies,"['Social Conditions and Trends', 'MOTION PICTURES', 'Ethics']",https://www.nytimes.com/1990/06/24/movies/film-view-sometimes-light-comes-from-dark-places.html,nyt://article/918bea0b-a70b-55d8-a2f7-93589d9bc536,By Caryn James
OBSERVER,1971-11-07,article,Archives,None,Archives,"['Travel and Vacations', 'Travel Restrictions']",https://www.nytimes.com/1971/11/07/archives/love-it-or-stay.html,nyt://article/91bfa27f-9555-5d65-8225-6262ad538130,By Russell Baker
What to Expect When a Sitcom’s Expecting: Desperate Friends and Life Lessons,2007-04-12,article,Review,Culture,Arts,['Television'],https://www.nytimes.com/2007/04/12/arts/television/12heff.html,nyt://article/92d94da8-f024-5a61-95f8-d87273c31bfc,By Virginia Heffernan
Romney Claims of Bipartisanship as Governor Face Challenge,2012-10-06,article,News,National,U.S.,['Presidential Election of 2012'],https://www.nytimes.com/2012/10/06/us/politics/romney-claims-of-bipartisanship-as-governor-face-challenge.html,nyt://article/9351a11d-68e6-55a8-b821-c9cccb64bdd4,By Michael Wines
Missing the Populist Moment,2011-10-01,article,Op-Ed,Editorial,Opinion,"['Presidential Election of 2012', 'Conservatism (US Politics)']",https://www.nytimes.com/2011/10/02/opinion/sunday/douthat-missing-the-populist-moment.html,nyt://article/9395c0fc-6ced-5454-a670-c71a570d144f,By Ross Douthat
"For Trump, Dutiful Words of Grief, Then Off to the Next Fight",2018-10-29,article,News Analysis,Washington,U.S.,"['Jews and Judaism', 'Pittsburgh, Pa, Shooting (2018)', 'ANTI-SEMITISM', 'United States Politics and Government']",https://www.nytimes.com/2018/10/28/us/politics/trump-pittsburgh-synagogue.html,nyt://article/939f5c94-3036-50fb-9c21-e41876549f06,By Peter Baker and Maggie Haberman
R.J. Palacio and Meg Medina Talk Diversity and Children’s Books,2016-12-20,article,Review,BookReview,Books,"['Books and Literature', 'Writing and Writers']",https://www.nytimes.com/2016/12/20/books/review/rj-palacio-and-meg-medina-talk-diversity-and-childrens-books.html,nyt://article/93be45eb-9d88-5f59-a52b-44a9216ef657,Interview by Maria Russo
'The Nutcracker' Is No 'Sleeping Beauty',1994-12-18,article,Review,Arts & Leisure Desk,Arts,"['Children and Youth', 'Dancing']",https://www.nytimes.com/1994/12/18/arts/dance-view-the-nutcracker-is-no-sleeping-beauty.html,nyt://article/93e6443a-8596-58b3-afae-5dab56675fb2,By Anna Kisselgoff
Christie Todd Whitman May Have the Most Thankless Job in Washington,2001-08-21,article,News,College,Education,[],https://www.nytimes.com/2001/08/21/college/christie-todd-whitman-may-have-the-most-thankless-job-in-washington.html,nyt://article/9428321b-5c4a-592a-adfc-7785ac20e982,By Gregg Easterbrook
"Political Timing, Outsourced",2004-02-17,article,Editorial,Editorial Desk,Opinion,"['Relocation of Business', 'LABOR', 'International Trade and World Market', 'Editorials', 'ELECTION ISSUES', 'Presidential Election of 2004']",https://www.nytimes.com/2004/02/17/opinion/political-timing-outsourced.html,nyt://article/948df9e7-58fa-5438-8304-b8800afa419e,
"‘George, Nicholas and Wilhelm’",2010-03-23,article,First Chapter,Culture,Books,['Books and Literature'],https://www.nytimes.com/2010/03/24/books/book-george-nicholas-and-wilhelm.html,nyt://article/94be8fa5-f5c4-5c2a-bb55-53aa2637a5c8,By Miranda Carter
30 Seconds With Monica Seles,2011-06-25,article,News,,Sports,"['Tennis', 'Wimbledon Tennis Tournament']",https://straightsets.blogs.nytimes.com/2011/06/25/30-seconds-with-monica-seles/,nyt://article/94c34592-886d-56ad-8d6c-8b11224cc852,By Vincent M. Mallozzi
A Key Architect Of Prosperity,1999-05-13,article,Biography,Business/Financial Desk,Business Day,"['United States Economy', 'Biographical Information']",https://www.nytimes.com/1999/05/13/business/a-new-economic-team-the-policy-impact-a-key-architect-of-prosperity.html,nyt://article/94cc7c85-86e1-5a98-8013-843084135ded,By Richard W. Stevenson
Veterans Affairs Leader Compares Health Care Delays to Disney Lines,2016-05-24,article,News,National,U.S.,"['Health Insurance and Managed Care', 'United States Politics and Government', 'United States Defense and Military Forces']",https://www.nytimes.com/2016/05/25/us/veterans-affairs-leader-compares-health-care-delays-to-disney-lines.html,nyt://article/94d14f87-0450-5d76-abd0-39d76ad0f5bc,By Daniel Victor
Pop and Rock Listings for May 10-16,2013-05-09,article,Schedule,Weekend,Arts,['Music'],https://www.nytimes.com/2013/05/10/arts/music/pop-and-rock-listings-for-may-10-16.html,nyt://article/94e2b99e-1ce1-5a8d-86cc-076258bd218e,
Lessons of 1992,2008-01-28,article,Op-Ed,Editorial,Opinion,"['Presidential Election of 2008', 'United States Politics and Government', 'Reform and Reorganization', 'Law and Legislation', 'Elections']",https://www.nytimes.com/2008/01/28/opinion/28krugman.html,nyt://article/94e43355-fcd3-5991-a145-436d21732426,By Paul Krugman
Boras Defends Dealings With Brown,1998-12-18,article,News,Sports Desk,Sports,['Baseball'],https://www.nytimes.com/1998/12/18/sports/baseball-boras-defends-dealings-with-brown.html,nyt://article/94f6c44d-cccd-5aff-9ce3-3a95a67f24cb,By Buster Olney
A New Model for Film Music,2011-01-31,article,News,Business,Business Day,"['Music', 'Movies']",https://www.nytimes.com/2011/01/31/business/media/31score.html,nyt://article/953c33b9-56a8-53bb-bbea-1bdf4ebe16a6,By Michael Cieply
Beyoncé With Herself (And Herself),2003-06-15,article,News,Arts and Leisure Desk,Arts,['Music'],https://www.nytimes.com/2003/06/15/arts/music-playlist-beyonce-with-herself-and-herself.html,nyt://article/956cc58d-710c-5f57-a2b3-29a3dd89f825,By Neil Strauss
The Power of Bobby Kennedy’s Eulogy for Martin Luther King,2018-04-04,article,Op-Ed,OpEd,Opinion,"['Blacks', 'Black People', 'Civil Rights Movement (1954-68)', 'United States Politics and Government', 'Assassinations and Attempted Assassinations']",https://www.nytimes.com/2018/04/04/opinion/bobby-kennedy-martin-luther-king-eulogy.html,nyt://article/958c9877-405d-5175-8c78-ff95b1142045,By David Margolick
Timely reversals show Chávez's political instincts,2008-06-10,article,News,IHT News,World,[],https://www.nytimes.com/2008/06/10/world/americas/10iht-venez.1.13603336.html,nyt://article/958f2484-f3f7-5da5-af90-a29c69d3fe73,By Simon Romero
